location,total_sqft,bath,price,bhk
ELECTRONIC CITY PHASE II,1065.0,2,30.75,2
ELECTRONIC CITY PHASE II,1192.0,2,47.0,3
ELECTRONIC CITY PHASE II,1266.0,2,59.0,2
ELECTRONIC CITY PHASE II,1286.0,2,69.0,2
ELECTRONIC CITY PHASE II,1065.0,2,56.13,2
ELECTRONIC CITY PHASE II,1000.0,2,28.88,2
ELECTRONIC CITY PHASE II,1155.0,2,57.0,2
ELECTRONIC CITY PHASE II,1219.0,2,61.26,2
ELECTRONIC CITY PHASE II,650.0,1,35.0,1
ELECTRONIC CITY PHASE II,1125.0,2,32.49,2
ELECTRONIC CITY PHASE II,1089.0,2,32.67,2
ELECTRONIC CITY PHASE II,1165.0,2,33.64,2
ELECTRONIC CITY PHASE II,975.0,2,45.0,3
ELECTRONIC CITY PHASE II,1395.0,2,62.78,3
ELECTRONIC CITY PHASE II,1549.0,3,80.0,3
ELECTRONIC CITY PHASE II,1160.0,2,52.2,2
ELECTRONIC CITY PHASE II,1031.0,2,55.0,2
ELECTRONIC CITY PHASE II,775.0,2,38.0,2
ELECTRONIC CITY PHASE II,1031.0,2,54.48,2
ELECTRONIC CITY PHASE II,630.0,1,28.35,1
ELECTRONIC CITY PHASE II,2225.0,4,98.88,4
ELECTRONIC CITY PHASE II,900.0,2,32.5,2
ELECTRONIC CITY PHASE II,1065.0,2,30.75,2
ELECTRONIC CITY PHASE II,1140.0,2,32.92,2
ELECTRONIC CITY PHASE II,1065.0,2,30.76,2
ELECTRONIC CITY PHASE II,1020.0,2,32.0,2
ELECTRONIC CITY PHASE II,1790.0,3,100.0,3
ELECTRONIC CITY PHASE II,3550.0,2,167.5,4
ELECTRONIC CITY PHASE II,1116.0,2,37.0,2
ELECTRONIC CITY PHASE II,1252.0,2,67.0,2
ELECTRONIC CITY PHASE II,1135.0,2,46.0,2
ELECTRONIC CITY PHASE II,1219.0,2,61.25,2
ELECTRONIC CITY PHASE II,1000.0,2,28.88,2
ELECTRONIC CITY PHASE II,1800.0,3,92.0,3
ELECTRONIC CITY PHASE II,1116.0,2,40.0,2
ELECTRONIC CITY PHASE II,2400.0,3,150.0,2
ELECTRONIC CITY PHASE II,1160.0,2,33.51,2
ELECTRONIC CITY PHASE II,1200.0,2,34.65,2
ELECTRONIC CITY PHASE II,1025.0,2,26.65,2
ELECTRONIC CITY PHASE II,1031.0,2,56.35,2
ELECTRONIC CITY PHASE II,1000.0,2,28.88,2
ELECTRONIC CITY PHASE II,829.0,2,22.8,2
ELECTRONIC CITY PHASE II,925.0,2,49.82,3
ELECTRONIC CITY PHASE II,1125.0,2,32.63,2
ELECTRONIC CITY PHASE II,1056.0,2,39.07,2
ELECTRONIC CITY PHASE II,1140.0,2,33.06,2
ELECTRONIC CITY PHASE II,1069.0,2,45.0,2
ELECTRONIC CITY PHASE II,993.0,2,50.0,3
ELECTRONIC CITY PHASE II,1090.0,2,28.34,2
ELECTRONICS CITY PHASE 1,1070.0,2,45.5,2
ELECTRONICS CITY PHASE 1,1124.0,2,55.0,3
ELECTRONICS CITY PHASE 1,1200.0,2,59.76,2
ELECTRONICS CITY PHASE 1,1340.0,2,75.0,2
ELECTRONICS CITY PHASE 1,1515.0,2,80.91,3
ELECTRONICS CITY PHASE 1,1085.0,2,46.0,2
ELECTRONICS CITY PHASE 1,1490.0,3,78.8,3
ELECTRONICS CITY PHASE 1,1350.0,3,71.0,3
ELECTRONICS CITY PHASE 1,1160.0,2,52.0,2
ELECTRONICS CITY PHASE 1,1305.0,2,67.0,2
ELECTRONICS CITY PHASE 1,1175.0,2,50.0,2
ELECTRONICS CITY PHASE 1,1175.0,2,57.0,2
ELECTRONICS CITY PHASE 1,995.0,2,49.8,2
ELECTRONICS CITY PHASE 1,638.0,1,32.0,1
ELECTRONICS CITY PHASE 1,995.0,2,42.0,2
ELECTRONICS CITY PHASE 1,635.0,1,26.0,1
ELECTRONICS CITY PHASE 1,1190.0,2,68.0,2
ELECTRONICS CITY PHASE 1,1175.0,2,51.47,2
ELECTRONICS CITY PHASE 1,360.0,1,16.9,1
ELECTRONICS CITY PHASE 1,1550.0,2,82.0,3
ELECTRONICS CITY PHASE 1,1800.0,3,93.0,3
ELECTRONICS CITY PHASE 1,1335.0,2,67.0,2
ELECTRONICS CITY PHASE 1,1175.0,2,64.98,2
ELECTRONICS CITY PHASE 1,1175.0,2,69.0,2
ELECTRONICS CITY PHASE 1,1205.0,2,60.0,2
ELECTRONICS CITY PHASE 1,755.0,1,42.41,1
ELECTRONICS CITY PHASE 1,940.0,2,44.0,2
ELECTRONICS CITY PHASE 1,1450.0,3,72.54,3
ELECTRONICS CITY PHASE 1,1113.12,2,55.0,2
ELECTRONICS CITY PHASE 1,1314.0,2,60.0,2
ELECTRONICS CITY PHASE 1,940.0,2,40.0,2
ELECTRONICS CITY PHASE 1,1125.0,2,65.0,2
ELECTRONICS CITY PHASE 1,1555.0,2,82.0,3
ELECTRONICS CITY PHASE 1,1475.0,3,78.29,3
ELECTRONICS CITY PHASE 1,580.0,1,27.0,1
ELECTRONICS CITY PHASE 1,1450.0,3,79.0,3
ELECTRONICS CITY PHASE 1,1080.0,2,46.0,2
ELECTRONICS CITY PHASE 1,1145.0,2,54.0,2
EPIP ZONE,1285.0,2,82.0,2
EPIP ZONE,1330.0,2,92.5,2
EPIP ZONE,1330.0,2,93.36,2
EPIP ZONE,1343.0,2,86.0,2
EPIP ZONE,1125.0,2,65.0,2
EPIP ZONE,1734.0,3,125.0,3
EPIP ZONE,1860.0,3,130.0,3
EPIP ZONE,2350.0,4,163.0,3
EPIP ZONE,1500.0,3,102.0,3
EPIP ZONE,2710.0,3,177.0,3
EPIP ZONE,2330.0,3,162.0,3
FRAZER TOWN,2900.0,4,325.0,4
FRAZER TOWN,1870.0,3,180.0,3
FRAZER TOWN,1700.0,3,180.0,3
FRAZER TOWN,1180.0,2,105.0,2
FRAZER TOWN,2560.0,3,265.0,3
FRAZER TOWN,1315.0,2,140.0,2
FRAZER TOWN,1750.0,3,150.0,3
FRAZER TOWN,2560.0,3,288.0,3
FRAZER TOWN,1900.0,4,145.0,3
FRAZER TOWN,1870.0,3,185.0,3
FRAZER TOWN,2079.0,3,220.0,3
FRAZER TOWN,2400.0,3,260.0,3
FRAZER TOWN,896.0,1,100.0,1
FRAZER TOWN,1550.0,2,140.0,2
FRAZER TOWN,3100.0,3,400.0,3
FRAZER TOWN,2000.0,3,200.0,3
FRAZER TOWN,2350.0,4,285.0,3
GARUDACHAR PALYA,1325.0,2,60.8,3
GARUDACHAR PALYA,1060.0,2,48.66,2
GARUDACHAR PALYA,1150.0,2,52.8,2
GARUDACHAR PALYA,1150.0,2,52.8,2
GARUDACHAR PALYA,1320.0,2,60.6,3
GARUDACHAR PALYA,1060.0,2,48.5,2
GARUDACHAR PALYA,1150.0,2,52.5,2
GARUDACHAR PALYA,1060.0,2,48.7,2
GARUDACHAR PALYA,1295.0,2,59.5,3
GARUDACHAR PALYA,1150.0,2,52.0,2
GARUDACHAR PALYA,1150.0,2,52.75,2
GIRI NAGAR,2400.0,4,400.0,4
GIRI NAGAR,3000.0,4,375.0,6
GIRI NAGAR,4000.0,3,750.0,4
GIRI NAGAR,2400.0,6,400.0,6
GM PALAYA,1315.0,3,64.0,3
GM PALAYA,1735.0,3,70.0,3
GM PALAYA,1315.0,2,65.0,3
GM PALAYA,1820.0,2,86.0,3
GM PALAYA,1315.0,3,65.0,3
GM PALAYA,1140.0,2,48.95,2
GM PALAYA,1225.0,2,47.0,2
GM PALAYA,1643.0,2,70.0,3
GOTTIGERE,1385.0,3,64.0,3
GOTTIGERE,1618.0,3,82.5,3
GOTTIGERE,3000.0,3,132.0,4
GOTTIGERE,1300.0,3,65.0,3
GOTTIGERE,1222.0,2,63.0,2
GOTTIGERE,950.0,2,38.0,2
GOTTIGERE,945.0,2,45.0,2
GOTTIGERE,1120.0,2,50.0,2
GOTTIGERE,1235.0,2,63.0,2
GOTTIGERE,1170.0,2,40.0,2
GOTTIGERE,1621.0,3,72.0,3
GOTTIGERE,1200.0,2,40.0,2
GOTTIGERE,1613.0,3,72.0,3
GOTTIGERE,990.0,2,40.0,2
GOTTIGERE,1500.0,3,63.0,3
GOTTIGERE,812.0,1,26.0,1
GOTTIGERE,1245.0,2,59.0,2
GOTTIGERE,1200.0,2,50.0,2
GOTTIGERE,1000.0,2,35.0,2
GOTTIGERE,1100.0,2,40.0,2
GOTTIGERE,1153.0,2,48.5,2
GOTTIGERE,1435.0,2,62.0,3
GOTTIGERE,1460.0,2,65.0,3
GOTTIGERE,1410.0,2,45.0,2
GOTTIGERE,1205.0,2,56.58,2
GREEN GLEN LAYOUT,1715.0,3,105.0,3
GREEN GLEN LAYOUT,1075.0,2,60.0,2
GREEN GLEN LAYOUT,1645.0,3,110.0,3
GREEN GLEN LAYOUT,1250.0,2,75.0,2
GREEN GLEN LAYOUT,1715.0,3,112.0,3
GREEN GLEN LAYOUT,1750.0,3,105.0,3
GREEN GLEN LAYOUT,3250.0,4,230.0,4
GREEN GLEN LAYOUT,1717.0,3,125.0,3
GREEN GLEN LAYOUT,1752.0,3,105.0,3
GREEN GLEN LAYOUT,1715.0,3,115.0,3
GREEN GLEN LAYOUT,1623.29,2,105.0,3
GREEN GLEN LAYOUT,940.0,2,56.8,2
GREEN GLEN LAYOUT,1751.0,2,115.0,3
GREEN GLEN LAYOUT,1776.42,3,105.0,3
GREEN GLEN LAYOUT,3150.0,4,218.0,4
GREEN GLEN LAYOUT,3250.0,4,230.0,4
GREEN GLEN LAYOUT,1728.0,3,125.0,3
GREEN GLEN LAYOUT,1680.0,4,95.0,3
GREEN GLEN LAYOUT,1751.0,3,115.0,3
GREEN GLEN LAYOUT,1750.0,3,120.0,3
GREEN GLEN LAYOUT,1885.0,3,135.0,3
GUBBALALA,1060.0,2,46.0,2
GUBBALALA,1205.0,2,70.0,2
GUBBALALA,1100.0,2,49.5,2
GUBBALALA,1470.0,2,82.0,3
GUBBALALA,1285.0,2,90.0,2
GUBBALALA,1475.0,2,80.0,2
GUBBALALA,1745.0,3,104.0,3
GUBBALALA,1435.0,2,80.0,3
GUBBALALA,1745.0,3,115.0,3
GUBBALALA,2000.0,3,125.0,3
GUBBALALA,1745.0,3,110.0,3
GUNJUR,1063.0,2,40.0,2
GUNJUR,1356.0,2,66.0,3
GUNJUR,1195.0,2,44.0,2
GUNJUR,1588.0,2,90.0,3
GUNJUR,1235.0,2,44.5,2
GUNJUR,1080.0,2,41.0,2
GUNJUR,1071.0,2,51.0,2
GUNJUR,1600.0,3,75.0,3
GUNJUR,1235.0,2,52.76,2
GUNJUR,2000.0,3,95.0,4
GUNJUR,1140.0,2,43.0,2
GUNJUR,1190.0,2,40.0,2
GUNJUR,1175.0,2,43.48,2
GUNJUR,1140.0,2,49.11,2
GUNJUR,1362.0,3,62.63,3
HARALUR ROAD,1088.0,2,68.0,2
HARALUR ROAD,1056.0,2,61.0,2
HARALUR ROAD,1056.0,2,60.0,2
HARALUR ROAD,1850.0,3,110.0,3
HARALUR ROAD,1230.0,2,67.65,2
HARALUR ROAD,1225.0,2,70.0,2
HARALUR ROAD,1245.0,2,62.0,2
HARALUR ROAD,1140.0,2,42.0,2
HARALUR ROAD,1520.0,2,90.0,3
HARALUR ROAD,1710.0,3,85.0,3
HARALUR ROAD,1300.0,2,73.0,2
HARALUR ROAD,1243.0,2,46.0,2
HARALUR ROAD,1255.0,3,90.0,3
HARALUR ROAD,1300.0,2,79.0,2
HARALUR ROAD,1140.0,2,58.0,2
HARALUR ROAD,1735.0,3,97.0,3
HARALUR ROAD,1194.0,2,47.0,2
HARALUR ROAD,1225.0,2,67.38,2
HARALUR ROAD,1027.0,2,44.0,2
HARALUR ROAD,1817.0,3,110.0,3
HARALUR ROAD,1200.0,2,46.0,2
HARALUR ROAD,1510.0,3,83.05,3
HARALUR ROAD,4694.0,5,375.0,4
HARALUR ROAD,1194.0,2,46.0,2
HARALUR ROAD,560.0,1,45.0,1
HARALUR ROAD,1285.0,2,78.0,2
HARALUR ROAD,1230.0,2,78.0,2
HARALUR ROAD,1027.0,2,44.0,2
HARALUR ROAD,1300.0,2,75.0,2
HARALUR ROAD,1202.0,2,53.0,2
HARALUR ROAD,1520.0,2,96.0,3
HARALUR ROAD,1810.0,3,97.83,3
HARALUR ROAD,1243.0,2,45.0,2
HARALUR ROAD,1875.0,3,110.0,3
HARALUR ROAD,1000.0,2,44.0,2
HARALUR ROAD,1194.0,2,46.0,2
HARALUR ROAD,2017.0,2,125.0,3
HARALUR ROAD,1243.0,2,46.0,2
HARALUR ROAD,2017.0,3,125.0,3
HARALUR ROAD,1730.0,3,95.0,3
HARALUR ROAD,1875.0,3,110.0,3
HARALUR ROAD,1243.0,2,46.0,2
HARALUR ROAD,1225.0,2,67.48,2
HARALUR ROAD,1520.0,2,125.0,3
HARALUR ROAD,1027.0,2,43.0,2
HARALUR ROAD,1810.0,3,100.0,3
HARALUR ROAD,1140.0,2,43.0,2
HARALUR ROAD,1225.0,2,77.0,2
HARALUR ROAD,1027.0,2,44.0,2
HARALUR ROAD,1830.0,3,101.0,3
HARALUR ROAD,1056.0,2,65.0,2
HARALUR ROAD,1309.0,2,82.0,2
HARALUR ROAD,3400.0,5,240.0,4
HARALUR ROAD,1444.0,2,80.0,3
HARALUR ROAD,1810.0,3,100.0,3
HARALUR ROAD,1810.0,3,126.0,3
HARALUR ROAD,1225.0,2,67.38,2
HARALUR ROAD,575.0,1,38.0,1
HARALUR ROAD,1810.0,3,112.0,3
HARALUR ROAD,2475.0,4,130.0,3
HARALUR ROAD,1300.0,2,75.0,2
HARALUR ROAD,1240.0,2,70.0,2
HARALUR ROAD,1920.0,3,115.0,3
HARALUR ROAD,3385.0,5,260.0,4
HARALUR ROAD,1194.0,2,47.0,2
HARALUR ROAD,1560.0,3,90.0,3
HARALUR ROAD,1315.0,2,85.0,2
HARALUR ROAD,1027.0,1,44.0,2
HARALUR ROAD,1850.0,3,120.0,3
HARALUR ROAD,1200.0,2,46.0,2
HARALUR ROAD,1092.0,2,44.0,2
HARLUR,1033.0,2,49.0,2
HARLUR,3385.0,4,260.0,4
HARLUR,1197.0,2,79.0,2
HARLUR,1290.0,2,89.9,2
HARLUR,1754.0,3,135.0,3
HARLUR,1290.0,2,85.0,2
HARLUR,1620.0,3,110.0,3
HARLUR,1749.0,3,120.0,3
HARLUR,1508.0,2,77.0,2
HARLUR,1152.0,2,69.0,2
HARLUR,1750.0,3,136.0,3
HARLUR,1752.12,3,133.0,3
HARLUR,1133.0,2,55.0,2
HARLUR,1755.0,3,130.0,3
HARLUR,1174.0,2,69.0,2
HARLUR,1174.0,2,76.0,2
HARLUR,1762.0,3,133.0,3
HARLUR,1331.0,2,88.0,2
HARLUR,1303.0,2,90.0,2
HARLUR,1459.0,3,135.0,3
HARLUR,1197.0,2,84.0,2
HARLUR,1749.0,3,112.0,3
HARLUR,2990.0,4,225.0,4
HARLUR,1197.0,2,75.0,2
HARLUR,1197.0,2,78.0,2
HARLUR,1758.0,3,133.0,3
HARLUR,1757.0,3,132.0,3
HARLUR,1754.0,3,124.0,3
HARLUR,1335.0,2,72.76,2
HARLUR,1174.0,2,75.0,2
HARLUR,1197.0,2,79.0,2
HARLUR,1754.0,3,132.0,3
HARLUR,1752.12,3,125.0,3
HARLUR,1755.0,3,117.0,3
HARLUR,1755.0,3,115.0,3
HARLUR,1749.0,3,115.0,3
HARLUR,1370.0,2,88.0,2
HARLUR,1752.12,3,135.0,3
HARLUR,1864.0,3,140.0,3
HARLUR,1174.0,2,78.0,2
HARLUR,1197.0,2,77.0,2
HARLUR,1290.0,2,87.0,2
HARLUR,1709.0,3,150.0,3
HARLUR,1756.0,3,128.0,3
HARLUR,1756.0,3,134.0,3
HBR LAYOUT,1700.0,3,110.0,3
HBR LAYOUT,1832.0,3,160.0,3
HBR LAYOUT,2800.0,2,200.0,3
HBR LAYOUT,1200.0,4,120.0,4
HBR LAYOUT,1722.0,3,95.0,3
HBR LAYOUT,1783.0,3,125.0,3
HBR LAYOUT,1004.0,2,49.0,2
HBR LAYOUT,1656.0,3,90.0,3
HBR LAYOUT,1200.0,2,60.0,2
HBR LAYOUT,1200.0,4,115.0,4
HBR LAYOUT,1089.0,2,60.0,2
HEBBAL,1162.0,2,59.0,2
HEBBAL,3895.0,4,405.0,4
HEBBAL,2470.0,4,203.0,4
HEBBAL,1100.0,2,60.0,2
HEBBAL,1420.0,2,99.39,2
HEBBAL,1760.0,2,123.0,3
HEBBAL,2600.0,3,199.0,3
HEBBAL,2375.0,4,189.0,4
HEBBAL,2483.0,5,215.0,4
HEBBAL,1320.0,2,91.0,2
HEBBAL,1252.0,2,92.0,2
HEBBAL,2470.0,5,247.0,4
HEBBAL,812.0,2,55.0,2
HEBBAL,1255.0,2,95.0,3
HEBBAL,1036.0,2,50.0,2
HEBBAL,1645.0,3,113.0,3
HEBBAL,1800.0,3,140.0,3
HEBBAL,1138.0,2,110.0,2
HEBBAL,1040.0,2,50.0,2
HEBBAL,1337.0,2,82.0,2
HEBBAL,2400.0,4,245.0,3
HEBBAL,2470.0,5,192.0,4
HEBBAL,3067.0,4,310.0,4
HEBBAL,2400.0,4,180.0,3
HEBBAL,1349.0,2,98.0,2
HEBBAL,3895.0,3,390.0,3
HEBBAL,1636.0,3,119.0,3
HEBBAL,1985.0,4,189.0,3
HEBBAL,1645.0,3,121.0,3
HEBBAL,1255.0,2,95.0,3
HEBBAL,1420.0,2,99.26,2
HEBBAL,1200.0,2,60.0,2
HEBBAL,1294.0,2,115.0,2
HEBBAL,1150.0,2,55.0,2
HEBBAL,1349.0,2,97.8,2
HEBBAL,1100.0,2,54.0,2
HEBBAL,1420.0,2,123.0,2
HEBBAL,3895.0,3,390.0,3
HEBBAL,687.325,2,42.72,2
HEBBAL,1040.0,2,55.0,2
HEBBAL,2650.0,4,199.0,3
HEBBAL,1440.0,2,115.0,2
HEBBAL,1075.0,2,52.0,2
HEBBAL,2250.0,3,219.0,3
HEBBAL,1645.0,3,117.0,3
HEBBAL,1349.0,2,98.2,2
HEBBAL,1920.0,3,150.0,3
HEBBAL,1088.0,2,62.0,2
HEBBAL,1299.0,2,100.0,2
HEBBAL,2483.0,5,212.0,4
HEBBAL,3067.0,4,230.0,4
HEBBAL,1080.0,2,54.0,2
HEBBAL,1420.0,2,107.0,2
HEBBAL,1333.0,2,100.0,2
HEBBAL,1251.0,2,88.73,2
HEBBAL,2483.0,5,230.0,4
HEBBAL,1645.0,3,117.0,3
HEBBAL,919.0,2,49.0,2
HEBBAL,1662.0,3,155.0,3
HEBBAL,2388.0,3,195.0,3
HEBBAL,1645.0,3,135.0,3
HEBBAL,2790.0,5,204.0,4
HEBBAL,1344.0,2,108.0,2
HEBBAL,1255.0,2,90.0,3
HEBBAL,1320.0,2,92.0,2
HEBBAL,823.0,2,50.63,2
HEBBAL KEMPAPURA,1700.0,3,155.0,3
HEBBAL KEMPAPURA,2280.0,5,200.0,5
HEBBAL KEMPAPURA,1200.0,3,148.0,4
HEBBAL KEMPAPURA,1800.0,3,150.0,3
HEBBAL KEMPAPURA,3522.0,3,380.0,3
HEBBAL KEMPAPURA,1200.0,3,125.0,3
HEBBAL KEMPAPURA,3408.0,3,260.0,3
HEBBAL KEMPAPURA,1785.0,3,165.0,3
HEBBAL KEMPAPURA,2900.0,4,300.0,3
HEBBAL KEMPAPURA,1800.0,3,175.0,3
HEBBAL KEMPAPURA,1485.0,3,132.0,2
HEBBAL KEMPAPURA,2400.0,5,200.0,5
HEBBAL KEMPAPURA,1725.0,2,165.0,3
HEGDE NAGAR,1584.01,3,104.0,3
HEGDE NAGAR,3000.0,7,210.0,6
HEGDE NAGAR,1718.0,3,130.0,3
HEGDE NAGAR,1801.0,3,140.0,3
HEGDE NAGAR,1569.0,3,101.0,3
HEGDE NAGAR,1847.0,3,123.0,3
HEGDE NAGAR,1168.0,2,68.0,3
HEGDE NAGAR,1930.0,4,122.0,3
HEGDE NAGAR,1884.0,4,118.0,3
HEGDE NAGAR,1348.0,2,80.5,3
HEGDE NAGAR,1341.0,2,97.0,2
HEGDE NAGAR,1965.0,4,125.0,3
HEGDE NAGAR,1340.0,2,72.0,2
HEGDE NAGAR,2087.01,4,160.0,3
HEGDE NAGAR,1000.0,2,66.0,2
HEGDE NAGAR,1570.0,3,105.0,3
HEGDE NAGAR,1050.0,1,56.0,2
HEGDE NAGAR,2087.01,4,135.0,3
HEGDE NAGAR,1200.0,2,75.0,2
HEGDE NAGAR,2112.95,4,145.0,3
HEGDE NAGAR,1703.0,3,113.0,3
HEGDE NAGAR,1847.0,3,135.0,3
HEGDE NAGAR,2144.6,4,145.0,3
HEGDE NAGAR,1718.0,3,119.0,3
HEGDE NAGAR,1847.0,3,125.0,3
HEGDE NAGAR,1835.0,2,92.0,3
HENNUR,1020.0,2,48.0,2
HENNUR,1295.0,2,64.0,2
HENNUR,1255.0,2,58.0,2
HENNUR,1255.0,2,52.35,2
HENNUR,1231.0,2,48.0,2
HENNUR,1255.0,2,53.5,2
HENNUR,1255.0,2,54.5,2
HENNUR,1100.0,2,60.0,2
HENNUR,1295.0,2,62.0,2
HENNUR,1225.0,2,57.0,2
HENNUR,1075.0,2,52.0,2
HENNUR,1160.0,2,49.0,2
HENNUR,1255.0,2,57.5,2
HENNUR,1830.5,3,84.205,3
HENNUR,1420.0,2,62.0,2
HENNUR,1259.0,2,57.0,2
HENNUR,2557.0,2,170.0,4
HENNUR,1041.0,2,40.6,2
HENNUR,960.0,2,48.0,2
HENNUR,1155.0,2,54.5,2
HENNUR,1255.0,2,55.5,2
HENNUR,1100.0,2,44.55,2
HENNUR,1935.0,3,102.0,3
HENNUR,1830.0,2,113.0,3
HENNUR,1255.0,2,53.57,2
HENNUR,1231.0,2,50.0,2
HENNUR,1255.0,2,58.0,2
HENNUR,1255.0,2,55.5,2
HENNUR,1255.0,2,56.5,2
HENNUR,1255.0,2,52.32,2
HENNUR ROAD,1904.0,3,129.0,3
HENNUR ROAD,1480.0,3,100.0,3
HENNUR ROAD,2050.0,3,120.0,3
HENNUR ROAD,2041.0,3,128.0,3
HENNUR ROAD,1165.0,2,67.0,2
HENNUR ROAD,1482.0,2,87.0,3
HENNUR ROAD,973.0,2,50.74,2
HENNUR ROAD,1290.0,2,94.5,3
HENNUR ROAD,1341.0,2,75.76,2
HENNUR ROAD,1232.0,2,80.0,2
HENNUR ROAD,1020.0,2,45.0,2
HENNUR ROAD,1232.0,2,89.0,2
HENNUR ROAD,1450.0,2,80.0,2
HENNUR ROAD,1445.0,2,105.0,3
HENNUR ROAD,1100.0,2,78.0,3
HENNUR ROAD,1703.0,3,101.0,3
HENNUR ROAD,2264.0,3,168.0,3
HENNUR ROAD,1317.5,2,63.77,2
HENNUR ROAD,2089.0,3,140.0,3
HENNUR ROAD,1586.0,3,93.94,3
HENNUR ROAD,1891.0,3,110.0,3
HENNUR ROAD,1445.0,2,86.69,3
HENNUR ROAD,1232.0,2,66.0,2
HENNUR ROAD,1748.0,3,103.0,3
HENNUR ROAD,973.0,2,56.0,2
HENNUR ROAD,1460.0,2,80.3,2
HENNUR ROAD,1936.0,3,118.0,3
HENNUR ROAD,2502.0,4,180.0,4
HENNUR ROAD,980.0,2,51.0,2
HENNUR ROAD,1155.0,2,69.18,2
HENNUR ROAD,1590.0,3,96.5,3
HENNUR ROAD,950.0,2,55.0,2
HENNUR ROAD,2060.0,3,149.0,3
HENNUR ROAD,1195.0,2,73.0,2
HENNUR ROAD,901.0,2,49.5,2
HENNUR ROAD,1232.0,2,88.0,2
HENNUR ROAD,1165.0,2,52.0,2
HENNUR ROAD,2350.0,3,174.0,3
HENNUR ROAD,1053.0,2,53.0,2
HENNUR ROAD,1680.0,3,99.27,3
HENNUR ROAD,1232.0,2,69.6,2
HENNUR ROAD,1015.0,2,50.0,2
HENNUR ROAD,1140.0,2,56.0,2
HENNUR ROAD,1061.0,2,54.92,2
HENNUR ROAD,2264.0,3,159.0,3
HENNUR ROAD,1232.0,2,87.0,2
HENNUR ROAD,1480.0,2,65.0,2
HENNUR ROAD,1036.0,2,59.46,2
HENNUR ROAD,1445.0,2,83.0,3
HENNUR ROAD,1155.0,2,69.18,2
HENNUR ROAD,1020.0,2,47.0,2
HENNUR ROAD,1654.0,3,97.8,3
HENNUR ROAD,1482.0,2,92.0,3
HENNUR ROAD,1891.0,3,139.0,3
HENNUR ROAD,1036.0,2,59.45,2
HENNUR ROAD,1232.0,2,69.61,2
HENNUR ROAD,1445.0,3,86.56,3
HENNUR ROAD,2365.0,4,175.0,3
HENNUR ROAD,1182.0,2,82.5,2
HENNUR ROAD,1157.0,2,84.0,2
HENNUR ROAD,1933.0,3,140.0,3
HENNUR ROAD,2160.0,3,160.0,3
HENNUR ROAD,1891.0,3,109.0,3
HENNUR ROAD,1590.0,3,105.0,3
HENNUR ROAD,1949.0,3,133.0,3
HENNUR ROAD,1232.0,2,69.61,2
HENNUR ROAD,3203.5,2,224.5,4
HENNUR ROAD,1232.0,2,89.0,2
HENNUR ROAD,1066.0,2,52.23,2
HENNUR ROAD,1936.0,3,131.0,3
HENNUR ROAD,1232.0,2,69.61,2
HENNUR ROAD,1232.0,2,83.0,2
HENNUR ROAD,1904.0,3,120.0,3
HENNUR ROAD,1445.0,2,89.56,3
HENNUR ROAD,1030.0,2,46.5,2
HOODI,3385.0,4,220.0,4
HOODI,1055.0,2,57.63,2
HOODI,1420.0,2,75.0,2
HOODI,1837.0,3,110.0,3
HOODI,1240.0,2,65.0,2
HOODI,1026.0,2,60.87,2
HOODI,711.0,1,42.65,1
HOODI,1258.5,2,59.135,2
HOODI,1257.0,2,71.03,2
HOODI,1181.0,2,55.0,2
HOODI,1196.0,2,71.74,2
HOODI,1050.0,2,50.0,2
HOODI,1000.0,2,48.0,2
HOODI,1925.0,3,110.0,3
HOODI,1447.0,3,76.0,2
HOODI,1925.0,2,114.0,3
HOODI,1108.0,2,66.46,2
HOODI,1715.0,2,95.0,3
HOODI,1606.0,3,89.55,3
HOODI,706.0,1,48.24,1
HOODI,1063.0,2,61.17,2
HOODI,1639.0,3,98.32,3
HOODI,1111.0,2,49.43,2
HOODI,2144.0,3,140.0,3
HOODI,1259.0,2,69.45,2
HOODI,1715.0,2,100.0,3
HOODI,1400.0,2,82.0,2
HOODI,1769.0,3,96.87,3
HOODI,1490.0,3,85.0,3
HOODI,1305.0,2,75.0,2
HOODI,1400.0,2,78.0,2
HOODI,1500.0,2,84.0,2
HORAMAVU AGARA,1169.0,2,64.0,2
HORAMAVU AGARA,1650.0,2,75.0,3
HORAMAVU AGARA,760.0,2,37.49,2
HORAMAVU AGARA,625.0,1,27.0,1
HORAMAVU AGARA,1145.0,2,41.21,2
HORAMAVU AGARA,1060.0,2,37.0,2
HORAMAVU AGARA,1106.0,2,43.09,2
HORAMAVU AGARA,1150.0,2,42.0,2
HORAMAVU AGARA,1090.0,2,46.0,2
HORAMAVU AGARA,2400.0,3,80.0,5
HORAMAVU AGARA,1557.0,3,70.0,3
HORAMAVU AGARA,750.0,2,37.49,2
HORAMAVU AGARA,994.0,2,42.28,2
HORAMAVU AGARA,755.0,2,37.49,2
HORAMAVU AGARA,1400.0,3,63.0,3
HORAMAVU AGARA,1560.0,3,75.0,3
HORAMAVU AGARA,1250.0,3,65.0,3
HORAMAVU AGARA,980.0,2,38.19,2
HORAMAVU AGARA,1623.0,3,89.0,3
HORAMAVU BANASWADI,1307.0,2,51.6,2
HORAMAVU BANASWADI,1357.0,2,54.0,2
HORAMAVU BANASWADI,1210.0,2,50.0,2
HORAMAVU BANASWADI,1156.0,2,46.9,2
HORAMAVU BANASWADI,1180.0,2,58.0,2
